Lesotho,,,,,,,,,,,,666.0,735.0,813.0,1054.0,1084.0,1108.0,1447.0,1589.0,1589.0,1736.0,1914.6238,1931.6608,1967.4332,2004.0602,2177.8574,2456.0,2774.5996,2297.383
Liberia,1398.1836,1401.0905,1467.9474,1590.0342,1683.0526,1424.345,1511.5498,1517.3635,1360.3948,1465.0406,2360.3433,3277.0,3494.0,3674.0,3679.0,4136.0,4568.0,4415.0,4138.0,3443.0,3070.0,915.1206,391.0859,971.93304,760.8758,811.158,853.0,843.52625,768.40546
Libya,,,,,,,,,,,,697.0,950.0,1323.0,3156.0,6071.0,6237.0,8142.0,8741.0,5695.0,4670.0,6113.3535,7543.9355,9770.98,14193.259,25140.6,25302.516,14219.172,11741.864
Lithuania,,,,,,,,,,,,,,,,,,,12734.0,13796.0,14851.0,10240.939,8793.701,10806.874,14995.767,20879.803,21305.004,24886.84,28971.844
Luxembourg,,,,,,,,,,,,13162.0,14343.0,15870.0,17864.0,18774.0,22236.0,23100.0,24951.0,27303.0,33351.0,39231.594,40687.902,50063.824,52624.164,56383.19,53675.46,55516.098,53489.332
Madagascar,,,,,,,,,,,,1581.0,1709.0,1793.0,1779.0,1871.0,1916.0,1694.0,1680.0,1305.0,1240.0,1152.6461,1132.4437,1238.7764,1239.897,1458.7854,1350.6381,1379.3699,1300.5428
Malawi,,,424.89474,417.0842,438.95377,430.0,495.2963,504.85184,629.0741,684.8148,514.4074,540.0,599.0,628.0,572.0,697.0,851.0,942.0,1004.0,925.0,872.0,802.9305,972.82135,967.0872,922.7613,1017.8208,1089.3064,1138.7363,1186.6827
Malaysia,,817.74304,822.51953,983.9665,1093.8268,1786.4246,2044.3575,2537.2961,2792.363,2906.0447,1889.0,2345.0,2399.0,2439.0,2754.0,3096.0,3649.0,4638.0,5829.0,6867.0,7144.0,9383.933,12668.668,13474.701,15087.251,17865.64,20162.178,23251.902,24279.316
Mali,,,,,,,,,,,,752.0,803.0,851.0,888.0,923.0,971.0,1090.0,1168.0,1084.0,1116.0,1115.406,1130.5096,1153.0461,1366.983,1460.496,1449.1959,1602.7819,1638.9304
Malta,,,,,,,,,,,,1701.0,2150.0,2383.0,2343.0,3309.0,4299.0,6684.0,8920.0,9797.0,11765.0,14341.302,16932.047,20434.549,21233.002,23674.594,24629.777,29207.27,29703.762
Mauritania,,,,,,,,,,,,717.0,797.0,913.0,1208.0,1471.0,1511.0,1779.0,1682.0,1486.0,1533.0,1559.9049,1873.0509,1934.7421,2185.9502,2895.665,3213.0,3376.7524,3532.2979
Mauritius,,,,,,,,,,,,4002.0,4106.0,4396.0,5196.0,4602.0,5128.0,7264.0,6970.0,7798.0,10418.0,12002.38,12841.931,14272.301,14854.613,15957.96,17021.246,19525.314,18445.975
Mexico,1785.0,1822.0,1992.0,2203.0,2131.0,2552.0,2523.0,2565.0,1890.0,2444.0,3188.0,3706.0,4213.0,4723.0,5555.0,6432.0,7256.0,8131.0,9929.0,9777.0,9193.0,10262.211,10386.499,12613.396,13287.6,14808.09,15547.994,16705.047,15253.691
Middle East and North Africa (MPD),,,,,,,,,,,,,,3102.628,,,,,6731.1772,,,,,9658.656,,,,18831.977,18227.408
Moldova,,,,,,,,,,,,,,,,,,,9078.0,10508.0,9731.0,5546.366,3305.4966,2989.535,3813.4312,4652.457,4914.038,6102.6943,6560.7476
Mongolia,,,,,,,,,,,,719.0,810.0,912.0,1027.0,1154.0,1256.0,1401.0,1618.0,1940.0,2227.0,1841.0125,2271.7988,2936.0627,4334.2314,6982.1465,10493.0,12313.544,12990.328
Montenegro,,,,,,,,,,,,1784.0,1906.0,2439.0,3732.0,4160.0,5206.0,5740.0,7992.0,7828.0,7299.0,4605.299,4663.16,6046.142,8193.75,13550.356,15421.0,17777.416,17355.623
Morocco,,,,,,,,,,,,2327.0,2313.0,2118.0,2201.0,2429.0,2660.0,3175.0,3622.0,3657.0,4077.0,4194.447,4603.652,4753.638,5584.154,6530.978,7355.326,7912.222,7849.208
Mozambique,,,,,,,,,,,,1878.0,1980.0,2115.0,2150.0,2469.0,2906.0,2064.0,1945.0,1629.0,1701.0,1482.4166,1325.5953,1196.0149,1125.8322,1031.3622,964.58234,1102.8173,1076.6941
Myanmar,,,,,,,,,,1336.0,,716.0,781.0,899.0,976.0,976.0,1023.0,1103.0,1320.0,1492.0,1207.0,1283.8254,1469.0317,1843.4945,2664.9412,3585.7651,4091.202,5252.832,6282.8115
Namibia,,,,,,,,,,,,4066.0,4340.0,4855.0,6468.0,6253.0,6156.0,6150.0,6293.0,5539.0,5386.0,5532.6724,5687.1167,5971.815,6712.772,7618.031,8482.415,9152.549,7734.6055
Nepal,,,,,,,,,,,,835.0,925.0,980.0,1012.0,1023.0,1034.0,1071.0,1057.0,1152.0,1269.0,1374.6611,1511.7336,1676.7456,1802.1438,2021.154,2258.0,2443.4324,2832.8608
Netherlands,5359.0,5306.0,5541.0,5628.0,6245.0,6727.0,7803.0,9118.0,8026.0,8273.0,8751.0,9698.0,11953.0,13209.0,15042.0,17365.0,20079.0,22132.0,23438.0,23750.0,25574.0,28555.732,31811.738,37899.95,39682.375,44840.71,43968.254,45654.47,46014.484
New Zealand,6357.0,6851.0,7285.0,7707.0,8303.0,8992.0,8198.0,8195.0,6897.0,9309.0,11045.0,12427.0,14346.0,15087.0,16606.0,16809.0,18889.0,20161.0,19681.0,21783.0,22022.0,21093.06,24321.248,26823.018,29806.734,31444.633,32714.732,34879.938,35853.69
Nicaragua,,,,,,2007.0,2098.0,2523.0,1863.0,1583.0,2460.0,3016.0,3186.0,3148.0,4092.0,4419.0,4543.0,5099.0,3414.0,3308.0,2498.0,2163.4165,2395.2021,2858.5269,3220.261,3856.5522,4376.0,5015.8643,4575.1865
Niger,,,,,,,,,,,,1023.0,1103.0,1213.0,1415.0,1398.0,1282.0,1033.0,1291.0,956.0,939.0,785.2636,712.85583,693.3765,725.13165,809.4504,849.7977,903.57153,962.7823
Nigeria,983.2669,1024.7012,988.0478,1002.39044,988.0478,988.0478,855.7769,956.1753,,1074.1036,,1323.0,1309.0,1307.0,1451.0,1114.0,1908.0,2208.0,2080.0,1527.0,1667.0,1793.9402,1924.0884,2144.8254,3136.6274,4084.2002,5216.3154,5337.1294,4976.3223
North Korea,,,,,1170.1295,1469.8208,1402.9271,1561.0217,1837.194,2121.9248,,,,,,,,,,,,2120.5461,1733.0995,1657.1444,1753.6919,1794.6573,1770.9209,1821.212,1584.3771
North Macedonia,,,,,,,,,,,,2150.0,2799.0,3586.0,5450.0,5606.0,7127.0,8319.0,9899.0,10007.0,10034.0,7991.5977,7095.1665,8083.7896,8561.384,10674.208,11255.701,12752.585,13125.83
